Drug_ID	Drug	Y
"tepirindole"	"CCCN1CC=C(c2c[nH]c3ccc(Cl)cc23)CC1"	1
"terguride"	"CCN(CC)C(=O)N[C@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1"	1
"tetrabarbital"	"CCCC(CC)C1(CC)C(=O)NC(=O)NC1=O"	1
"tetrabenazine(tetrabenzine)"	"COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2"	1
"tetrantoin"	"O=C1NC(=O)C2(CCc3ccccc3C2)N1"	1
"thalidomide"	"O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1"	1
"thebacon"	"COc1ccc2c3c1OC1C(OC(C)=O)=CCC4C(C2)N(C)CCC314"	1
"thialbarbital"	"C=CCC1(C2C=CCCC2)C(=O)NC(=S)NC1=O"	1
"thiamylal"	"C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O"	1
"thiazesim(tiazesim)"	"CN(C)CCN1C(=O)CC(c2ccccc2)Sc2ccccc21"	1
"thiopropazate"	"CC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1"	1
"thioproperazine"	"CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1"	1
"thozalinone(tozalinone)"	"CN(C)C1=NC(=O)C(c2ccccc2)O1"	1
"tiagabine"	"Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C"	1
"tianeptine"	"CN1c2ccccc2C(NCCCCCCC(=O)O)c2ccc(Cl)cc2S1(=O)=O"	1
"tienocarbine"	"Cc1csc2ccc3[nH]c4c(c3c12)CN(C)CC4"	1
"tifemoxone"	"S=C1NCCC(COc2ccccc2)O1"	1
"tilidine"	"CCOC(=O)C1(c2ccccc2)CCC=CC1N(C)C.[Cl-].[H+]"	1
"timelotem"	"CN1CCN2c3cc(F)ccc3C(c3cccs3)=NCC2C1"	1
"timiperone"	"O=C(CCCN1CCC(n2c(=S)[nH]c3ccccc32)CC1)c1ccc(F)cc1"	1
"timirdine"	"N=C1SCCN1c1ccc(Cl)cc1N"	1
"timobesone-acetate"	"CSC(=O)C1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3(F)[C@@H](O)C[C@@]21C"	1
"tinidazole"	"CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C"	1
"tiomergine"	"CN1CC(CSc2ccccn2)C=C2c3cccc4[nH]cc(c34)CC21"	1
"tioperidone"	"CCCSc1ccccc1N1CCN(CCCCn2c(=O)[nH]c3ccccc3c2=O)CC1"	1
"tiospirone"	"O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1"	1
"tipredane"	"CCS[C@]1(SC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C"	1
"tisocromide"	"COc1cc2c(cc1OC)S(=O)(=O)OC(C(=O)NC(C)CC(C)(C)N(C)C)C2"	1
"tixadil"	"CC(Cc1ccccc1)NCCC1c2ccccc2Sc2ccccc21"	1
"tixocortol"	"C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CS"	1
"tixocortol-pivalate"	"CC(C)(C)C(=O)SCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C"	1
"tofenacin"	"CNCCOC(c1ccccc1)c1ccccc1C"	1
"tofisopam"	"CCC1C(C)=NN=C(c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc21"	1
"toloxychlorinol"	"Cc1ccccc1OCC(COC(O)C(Cl)(Cl)Cl)OC(O)C(Cl)(Cl)Cl"	1
"tolpiprazole"	"Cc1cccc(N2CCN(CCc3cc(C)[nH]n3)CC2)c1"	1
"tolquinzole"	"CCC1(O)CCN2CCc3ccc(C)cc3C2C1"	1
"tolufazepam"	"Cc1ccc(S(=O)(=O)CCN2C(=O)CN=C(c3ccccc3Cl)c3cc(Cl)ccc32)cc1"	1
"tonazocine"	"CCCCCC(=O)CC[C@]1(C)[C@@H]2Cc3ccc(O)cc3[C@@]1(C)CCN2C"	1
"topiramate"	"CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1"	1
"tracazolate"	"CCCCNc1c(C(=O)OCC)c(C)nc2c1cnn2CC"	1
"tralonide"	"CC1(C)O[C@@H]2CC3C4C[C@H](F)C5=CC(=O)C=CC5(C)[C@@]4(Cl)[C@@H](Cl)CC3(C)[C@]2(C(=O)CF)O1"	1
"tramadol"	"COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1.[Cl-].[H+]"	1
"trebenzomine"	"CC1Oc2ccccc2CC1N(C)C"	1
"trefentanil"	"CCC(=O)N(c1ccccc1F)C1(c2ccccc2)CCN(CCn2nnn(CC)c2=O)CC1.[Cl-].[H+]"	1
"triamcinolone-benetonide"	"CC(CNC(=O)c1ccccc1)C(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C"	1
"triamcinolone-furetonide"	"CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)COC(=O)c2cc3ccccc3o2)O1"	1
"tribromoethanol"	"OC(Br)(Br)CBr"	1
"tricetamide"	"CCN(CC)C(=O)CNC(=O)c1cc(OC)c(OC)c(OC)c1"	1
"triclodazol"	"O=C1N(C(O)C(Cl)(Cl)Cl)CNC1(c1ccccc1)c1ccccc1"	1
"triclofos"	"O=P(O)(O)OCC(Cl)(Cl)Cl"	1
"triclonide"	"CC1(C)O[C@@H]2C[C@H]3C4C[C@H](F)C5=CC(=O)C=CC5(C)[C@@]4(Cl)[C@@H](Cl)CC3(C)[C@]2(C(=O)CCl)O1"	1
"trimetrexate"	"COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC"	1
"trizoxime"	"N/C(N=O)=C1\NNc2ccccc2N(Cc2ccccc2)C1=O"	1
"trocimine"	"COc1cc(C(=O)N2CCCCCCC2)cc(OC)c1OC"	1
"tryptophan(l-tryptophan)"	"N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O"	1
"uldazepam"	"C=CCONC1=Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1"	1
"umespirone"	"CCCCN1C(=O)C2C(=O)N(CCCCN3CCN(c4ccccc4OC)CC3)C(=O)C(C1=O)C2(C)C"	1
"urethane"	"CCOC(N)=O"	1
"valaciclovir"	"CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21"	1
"valdipromide"	"CCCC(CCC)(CCC)C(N)=O"	1
"valganciclovir(RS790702)"	"CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c(=O)nc(N)[nH]c21"	1
"valproatepivoxil"	"CCCC(CCC)C(=O)OCOC(=O)C(C)(C)C"	1
"valtrate"	"CC(=O)OCC1=CO[C@@H](OC(=O)CC(C)C)[C@H]2C1=C[C@H](OC(=O)CC(C)C)[C@]21CO1"	1
"velnacrine"	"Nc1c2c(nc3ccccc13)CCCC2O"	1
"venlafaxine"	"COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1"	1
"veralipride"	"C=CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)cc(OC)c1OC"	1
"vigabatrin"	"C=CC(N)CCC(=O)O"	1
"viloxazine"	"CCOc1ccccc1OCC1CNCCO1"	1
"vinyl-ether"	"C=COC=C"	1
"vitamine(alpha-tocopherol)"	"Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2"	1
"xaliproden"	"FC(F)(F)c1cccc(C2=CCN(CCc3ccc4ccccc4c3)CC2)c1"	1
"xanthiol"	"OCCCN1CCN(CCCC2c3ccccc3Sc3ccc(Cl)cc32)CC1"	1
"xorphanol"	"C=C1C[C@H](C)[C@H]2[C@H]3Cc4ccc(O)cc4[C@@]2(CCN3CC2CCC2)C1"	1
"xylazine"	"Cc1cccc(C)c1NC1=NCCCS1"	1
"zafuleptine"	"CC(C)C(CCCCCC(=O)O)NCc1ccc(F)cc1"	1
"zalospirone"	"O=C1[C@H]2[C@H]3C=C[C@H]([C@@H]4C=C[C@@H]43)[C@H]2C(=O)N1CCCCN1CCN(c2ncccn2)CC1"	1
"zetidoline"	"CC1(C)CN(CCN2CCN(c3cccc(Cl)c3)C2=O)C1"	1
"ziprasidone"	"O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1"	1
"zolazepam"	"Cc1nn(C)c2c1C(c1ccccc1F)=NCC(=O)N2C"	1
"zoloperone"	"COc1ccccc1N1CCN(CCc2oc(=O)[nH]c2-c2ccc(F)cc2)CC1"	1
"zoniclezole"	"CC(c1noc2ccc(Cl)cc12)n1ccnc1"	1
"zopiclone"	"CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1"	1
"zotepine"	"CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21"	1
"zylofuramine"	"CCN[C@H](Cc1ccccc1)[C@H]1CCCO1"	1
"aceprometazine"	"CC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2"	1
"adinazolam"	"CN(C)Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2"	1
"albutoin"	"C=CCN1C(=O)C(CC(C)C)NC1=S"	1
"alclometasone"	"C[C@@H]1C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl"	1
"aletamine(alfetamine)"	"C=CCC(N)Cc1ccccc1"	1
"algestone"	"CC(=O)[C@@]1(O)[C@H](O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C"	1
"alimemazine"	"CC(CN(C)C)CN1c2ccccc2Sc2ccccc21"	1
"alpertine"	"CCOC(=O)c1[nH]c2cc(OC)c(OC)cc2c1CCN1CCN(c2ccccc2)CC1"	1
"alphaprodine(betaprodine)"	"CCC(=O)OC1(c2ccccc2)CCN(C)CC1C"	1
"alpidem"	"CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12"	1
"amebucort"	"CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C"	1
"amedalin"	"CNCCCC1(C)C(=O)N(c2ccccc2)c2ccccc21"	1
"amfonelic-acid"	"CCn1cc(C(=O)O)c(=O)c2ccc(Cc3ccccc3)nc21"	1
"amiflamine"	"Cc1cc(N(C)C)ccc1C[C@H](C)N.O=C(O)[C@H](O)[C@@H](O)C(=O)O"	1
"aminoglutethimide"	"CCC1(c2ccc(N)cc2)CCC(=O)NC1=O"	1
"aminopromazine"	"CN(C)CC(CN1c2ccccc2Sc2ccccc21)N(C)C"	1
"amiperone"	"CN(C)C(=O)C1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1"	1
"amoxapine"	"Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2"	1
"anisopirol"	"COc1ccccc1N1CCN(CCCC(O)c2ccc(F)cc2)CC1"	1
"aptazapine"	"CN1CCN2c3ccccc3Cn3cccc3C2C1.O=C(O)/C=C\C(=O)O"	1
"arfendazam"	"CCOC(=O)N1CCC(=O)N(c2ccccc2)c2cc(Cl)ccc21"	1
"asimadoline"	"CN(C(=O)C(c1ccccc1)c1ccccc1)[C@H](CN1CC[C@H](O)C1)c1ccccc1"	1
"atibeprone"	"Cc1c(C)c2ccc(OCc3nnc(C(C)C)s3)cc2oc1=O"	1
"atropine(hyoscyamine)"	"CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2"	1
"bazinaprine"	"N#Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1"	1
"beclomethasonedipropionate(beclometasone-dipropionate)"	"CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C"	1
"befuraline"	"O=C(c1cc2ccccc2o1)N1CCN(Cc2ccccc2)CC1"	1
"beloxepin"	"Cc1cccc2c1Oc1ccccc1[C@@]1(O)CCN(C)C[C@@H]21"	1
"benmoxin"	"CC(NNC(=O)c1ccccc1)c1ccccc1"	1
"benzobarbital"	"CCC1(c2ccccc2)C(=O)NC(=O)N(C(=O)c2ccccc2)C1=O"	1
"benzoclidine"	"O=C(OC1CN2CCC1CC2)c1ccccc1"	1
"benzoctamine"	"CNCC12CCC(c3ccccc31)c1ccccc12"	1
"benzphetamine(benzfetamine)"	"CC(Cc1ccccc1)N(C)Cc1ccccc1"	1
"besipirdine"	"CCCN(c1ccncc1)n1ccc2ccccc21.[Cl-].[H+]"	1
"betamethadol"	"CCC(O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1"	1
"betamethasone-acetate(dexamethasone-acetate)"	"CC(=O)OCC(=O)[C@@]1(OC(=O)C(C)C)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C"	1
"betamethasone-dipropionate(dexamethasone-dipropionate)"	"CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C"	1
"betamethasone-valerate"	"CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C"	1
"bifemelane"	"CNCCCCOc1ccccc1Cc1ccccc1.[Cl-].[H+]"	1
"binedaline"	"CN(C)CCN(C)n1cc(-c2ccccc2)c2ccccc21"	1
"brallobarbital"	"C=CCC1(CC(=C)Br)C(=O)NC(=O)NC1=O"	1
"brifentanil"	"CCn1nnn(CCN2CC[C@H](N(C(=O)COC)c3ccccc3F)[C@H](C)C2)c1=O"	1
"brofaromine"	"COc1cc(Br)c2oc(C3CCNCC3)cc2c1"	1
"bromamid"	"CN(C)C(=O)CCNc1ccc(Br)cc1"	1
"bromodiphenhydramine(bromazine)"	"CN(C)CCOC(c1ccccc1)c1ccc(Br)cc1"	1
"bromopride"	"CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC"	1
"bromperidol-decanoate"	"CCCCCCCCCC(=O)OC1(c2ccc(Br)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1"	1
"budesonide"	"CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1"	1
"budipine"	"CC(C)(C)N1CCC(c2ccccc2)(c2ccccc2)CC1"	1
"bufenadrine"	"CN(C)CCOC(c1ccccc1)c1ccccc1C(C)(C)C"	1
"buspirone"	"O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1"	1
"butalbital"	"C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O"	1
"butamoxane"	"CCCCNCC1COc2ccccc2O1"	1
"butriptyline"	"CC(CC1c2ccccc2CCc2ccccc21)CN(C)C"	1
"carbenzide"	"CCOC(=O)NNC(C)c1ccccc1"	1
"carbocloral"	"CCOC(=O)NC(O)C(Cl)(Cl)Cl"	1
"carbromal"	"CCC(Br)(CC)C(=O)NC(N)=O"	1
"carfentanil"	"CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCc2ccccc2)CC1"	1
"carpipramine"	"NC(=O)C1(N2CCCCC2)CCN(CCCN2c3ccccc3CCc3ccccc32)CC1"	1
"carvotroline"	"Fc1ccc2[nH]c3c(c2c1)CN(CCc1ccncc1)CC3"	1
"cericlamine"	"CN(C)C(C)(CO)Cc1ccc(Cl)c(Cl)c1.[Cl-].[H+]"	1
"chlorcyclizine"	"CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1"	1
"chlorobutanol"	"CCCC(O)Cl"	1
"chloroprednisone"	"CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](Cl)C4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@@]21C"	1
"chloroserpidine"	"COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccc(Cl)cc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC"	1
"chlorphenesin-carbamate"	"NC(=O)OCC(O)COc1ccc(Cl)cc1"	1
"chlorphenoxamine"	"CN(C)CCOC(C)(c1ccccc1)c1ccc(Cl)cc1"	1
"chlorthenoxazine"	"O=C1NC(CCCl)Oc2ccccc21"	1
"cianopramine"	"CN(C)CCCN1c2ccccc2CCc2ccc(C#N)cc21"	1
"ciclazindol"	"OC1(c2cccc(Cl)c2)C2=NCCCN2c2ccccc21"	1
"ciclopramine"	"CNC1CCN2c3ccccc3CCc3cccc1c32"	1
"cidoxepin"	"CN(C)CCC=C1c2ccccc2COc2ccccc21"	1
"ciladopa"	"COc1ccc([C@H](O)CN2CCN(c3cccccc3=O)CC2)cc1OC"	1
"cinfenine"	"CN(C/C=C/c1ccccc1)CCOC(c1ccccc1)c1ccccc1"	1
"cinitapride"	"CCOc1cc(N)c([N+](=O)[O-])cc1C(=O)NC1CCN(CC2CC=CCC2)CC1"	1
"cinperene"	"O=C1CCC(c2ccccc2)(C2CCN(C/C=C/c3ccccc3)CC2)C(=O)N1"	1
"cinromide"	"CCNC(=O)/C=C/c1cccc(Br)c1"	1
"cintriamide(cintramide)"	"COc1cc(/C=C/C(N)=O)cc(OC)c1OC"	1
"cinuperone"	"O=C(CCCN1CCN(c2cc3ccccc3cn2)CC1)c1ccc(F)cc1"	1
"citalopram"	"CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21"	1
"citenamide"	"NC(=O)C1c2ccccc2C=Cc2ccccc21"	1
"clazolam"	"CN1C(=O)CN2CCc3ccccc3C2c2cc(Cl)ccc21"	1
"clemeprol"	"CN(C)CC(O)C(c1ccccc1)c1ccc(Cl)cc1"	1
"climazolam"	"Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2"	1
"clobetasol"	"CC1CC2C3CCC4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC2(C)[C@@]1(O)C(=O)CCl"	1
"clobetasol-propionate"	"CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C"	1
"clofexamide"	"CCN(CC)CCNC(=O)COc1ccc(Cl)cc1"	1
"clomacran"	"CN(C)CCCC1c2ccccc2Nc2ccc(Cl)cc21"	1
"clopipazan"	"CN1CCC(=C2c3ccccc3Oc3ccc(Cl)cc32)CC1"	1
"clothiapine(clotiapine)"	"CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1"	1
"clovoxamine"	"COCCCC/C(=N\OCCN)c1ccc(Cl)cc1"	1
"cloxazolam"	"O=C1CN2CCOC2(c2ccccc2Cl)c2cc(Cl)ccc2N1"	1
"cloxypendyl"	"OCCN1CCN(CCCN2c3ccccc3Sc3cc(Cl)cnc32)CC1"	1
"cormethasoneacetate(cormetasone-acetate)"	"CC(=O)OCC(=O)C1(O)C(C)CC2C3CC(F)(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C"	1
"cropropamide"	"C/C=C/C(=O)N(CCC)C(CC)C(=O)N(C)C"	1
"cyamemazine"	"CC(CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21"	1
"cyclazodone"	"O=C1N=C(NC2CC2)OC1c1ccccc1"	1
"cypenamine"	"NC1CCCC1c1ccccc1"	1
"cyprazepam"	"ON1CC(=NCC2CC2)N=c2ccc(Cl)cc2=C1c1ccccc1"	1
"dabelotine"	"CN1CCCc2cccc(OCC3CNCCO3)c21"	1
"daledalin"	"CNCCCC1(C)CN(c2ccccc2)c2ccccc21"	1
"damotepine"	"CN(C)CC1=Cc2ccccc2Sc2ccccc21"	1
"danitracen"	"CN1CCC(=C2c3ccccc3C(O)c3ccccc32)CC1"	1
"dapoxetine"	"CN(C)[C@@H](CCOc1cccc2ccccc12)c1ccccc1"	1
"darvon(dextropropoxypheneandlevopropoxyphene)"	"CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C.[Cl-].[H+]"	1
"dazepinil"	"CC1=Nc2ccccc2CC(c2ccccc2)N1C"	1
"declenperone"	"O=C(c1ccc(F)cc1)C1CCN(CCCn2c(=O)[nH]c3ccccc32)CC1"	1
"deflazacort"	"CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C"	1
"delergotrile"	"CN1C[C@@H](CC#N)CC2c3cccc4[nH]cc(c34)C[C@H]21"	1
"delorazepam"	"O=C1CN=C(c2ccccc2Cl)c2cc(Cl)ccc2N1"	1
"demexiptiline"	"CNCCON=c1c2ccccc2ccc2ccccc12"	1
"denzimol"	"OC(Cn1ccnc1)c1ccc(CCc2ccccc2)cc1"	1
"depramine"	"CN(C)CCCN1c2ccccc2C=Cc2ccccc21"	1
"desflurane"	"FC(F)OC(F)C(F)(F)F"	1
"desomorphine"	"CN1CCC23c4c5ccc(O)c4OC2CCCC3C1C5"	1
"dexclamol"	"CC(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc(c43)[C@H]2C1"	1
"dextromoramide(levomoramideandracemoramide)"	"CC(CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1"	1
"dextrorphan"	"CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(O)cc13"	1
"dezinamide"	"NC(=O)N1CC(Oc2cccc(C(F)(F)F)c2)C1"	1
"dezocine"	"CC12CCCCCC(Cc3ccc(O)cc31)C2N"	1
"diacetylnalorphine"	"C=CCN1CCC23c4c5ccc(OC(C)=O)c4OC2C(OC(C)=O)C=CC3C1C5"	1
"dibenzepin"	"CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21"	1
"dicarbine"	"Cc1ccc2c(c1)C1CN(C)CCC1N2"	1
"dichlormezanone"	"CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)c(Cl)c1"	1
"diclofensine"	"COc1ccc2c(c1)CN(C)CC2c1ccc(Cl)c(Cl)c1"	1
"diethazine"	"CCN(CC)CCN1c2ccccc2Sc2ccccc21"	1
"difencloxazine"	"Clc1ccc(C(OCCN2CCOCC2)c2ccccc2)cc1"	1
"diflorasone-diacetate"	"CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C"	1
"difluprednate"	"CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C"	1
"dimemorfan"	"Cc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3"	1
"dimeprozan"	"COc1ccc2c(c1)/C(=C/CCN(C)C)c1ccccc1O2"	1
"dimesone"	"C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(C)C(=O)CO"	1
"dimetacrine"	"CN(C)CCCN1c2ccccc2C(C)(C)c2ccccc21"	1
"dinazafone"	"C=C(C)CNCC(=O)N(C)c1ccc(Cl)cc1C(=O)c1ccccc1"	1
"doliracetam"	"NC(=O)CN1C(=O)C(c2ccccc2)c2ccccc21"	1
"dosulepin"	"CN(C)CC/C=C1/c2ccccc2CSc2ccccc21.[Cl-].[H+]"	1
"doxefazepam"	"O=C1C(O)N=C(c2ccccc2F)c2cc(Cl)ccc2N1CCO"	1
"doxenitoin"	"O=C1NCNC1(c1ccccc1)c1ccccc1"	1
"doxibetasol"	"CC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C"	1
"drocinonide"	"CC1(C)O[C@@H]2C[C@H]3C4CCC5CC(=O)CCC5(C)[C@@]4(F)[C@@H](O)CC3(C)[C@]2(C(=O)CO)O1"	1
"dulozafone"	"CN(C(=O)CN(CCO)CCO)c1ccc(Cl)cc1C(=O)c1ccccc1Cl"	1
"enpiprazole"	"Cn1cc(CCN2CCN(c3ccccc3Cl)CC2)cn1"	1
"enprazepine"	"C=C1c2ccccc2CN(CCCN(C)C)c2ccccc21"	1
"eprobemide"	"O=C(NCCCN1CCOCC1)c1ccc(Cl)cc1"	1
"eptazocine"	"CN1CCC2(C)CC(Cc3ccc(O)cc32)C1"	1
"eterobarb"	"CCC1(c2ccccc2)C(=O)N(COC)C(=O)N(COC)C1=O"	1
"ethotoin"	"CCN1C(=O)NC(c2ccccc2)C1=O"	1
"ethyl-chloride"	"CCOC(=O)C1N=C(c2ccccc2F)c2cc(Cl)ccc2NC1=O"	1
"etizolam"	"CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl"	1
"etrabamine"	"CNC1CCc2ncsc2C1"	1
"etryptamine"	"CCC(N)Cc1c[nH]c2ccccc12"	1
"fenaclon"	"O=C(CCCl)NCCc1ccccc1"	1
"fenadiazole"	"O=C1C=CC=C/C1=C1/NN=CO1"	1
"fezolamine"	"CN(C)CCCn1cc(-c2ccccc2)c(-c2ccccc2)n1"	1
"fletazepam"	"Fc1ccccc1C1=NCCN(CC(F)(F)F)c2ccc(Cl)cc21"	1
"fluanisone"	"COc1ccccc1N1CCN(CCCC(=O)c2ccc(F)cc2)CC1"	1
"flucindol"	"CN(C)C1CCc2[nH]c3c(F)cc(F)cc3c2C1"	1
"fluciprazine"	"C#CC1(OCC(O)CN2CCN(c3ccc(F)cc3)CC2)CCCCC1"	1
"fludiazepam"	"CN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21"	1
"flumethasone(flumetasoneanddiflorasone)"	"C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO"	1
"flumethasone21pivalate(flumetasone-pivalate)"	"C[C@@H]1C[C@H]2C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(F)[C@@H](O)CC2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C"	1
"flunisolide"	"CC1(C)O[C@@H]2CC3[C@@H]4C[C@H](F)C5=CC(=O)C=CC5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1.CC1(C)O[C@@H]2CC3[C@@H]4C[C@H](F)C5=CC(=O)C=CC5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1.O"	1
